           1  0.86491198910892064     
           2  0.89794927105347011     
           3  0.91564926714634531     
           4  0.92805412853744707     
           5  0.93749286911867535     
           6  0.94525228140819184     
           7  0.95156065218531116     
           8  0.95734858816588997     
           9  0.96159320521612912     
          10  0.96484804427927140     
          11  0.96830870926605184     
          12  0.97189834722576629     
          13  0.97474311329783025     
          14  0.97691675781796716     
          15  0.97932825827667613     
          16  0.98117690690652837     
          17  0.98291657811850808     
          18  0.98452800210091573     
          19  0.98595412917798386     
          20  0.98734212398924148     
          21  0.98869833637026450     
          22  0.98961531768127986     
          23  0.99078522456183882     
          24  0.99180843292206744     
          25  0.99253368021759758     
          26  0.99333095115081393     
          27  0.99408127907695976     
          28  0.99470193392311435     
          29  0.99518015273980365     
          30  0.99557457385063175     
          31  0.99589616326017083     
          32  0.99618051478113967     
          33  0.99643892761619612     
          34  0.99661656706302015     
          35  0.99677317268848420     
          36  0.99693303291797641     
          37  0.99711312550306319     
          38  0.99726015962362291     
          39  0.99739987741708758     
          40  0.99751714128775326     
          41  0.99762613333524919     
          42  0.99776124660546117     
          43  0.99788488023281097     
          44  0.99798478993177409     
          45  0.99811070777282185     
          46  0.99820931037068372     
          47  0.99830058088302609     
          48  0.99839422814846035     
          49  0.99849429764151576     
          50  0.99857282709479334     
          51  0.99866272967457770     
          52  0.99874325989484791     
          53  0.99882666292762012     
          54  0.99890553715564623     
          55  0.99897340693436298     
          56  0.99904879752397535     
          57  0.99911617342561920     
          58  0.99919495398775016     
          59  0.99927412259578707     
          60  0.99935246082806273     
          61  0.99942065808176994     
          62  0.99949305505454544     
          63  0.99957403923841304     
          64  0.99966097047477964     
          65  0.99974058572947977     
          66  0.99980645496919751     
          67  0.99986415210291746     
          68  0.99993380025774237     
          69   1.0000062229857780     
          70   1.0000783640958368     
          71   1.0001428860567509     
          72   1.0002250324789579     
          73   1.0002942100602008     
          74   1.0003795533522963     
          75   1.0004623640924692     
          76   1.0005273363023997     
          77   1.0006046142429112     
          78   1.0006855803012848     
          79   1.0007633088828740     
          80   1.0008411278946219     
          81   1.0009244255274534     
          82   1.0010060246467591     
          83   1.0010825465381146     
          84   1.0011763082012664     
          85   1.0012607657508987     
          86   1.0013576964497566     
          87   1.0014799690544605     
          88   1.0015771339003068     
          89   1.0017134350180625     
          90   1.0018314135670663     
          91   1.0019848765969277     
          92   1.0021438358187675     
          93   1.0022880303382873     
          94   1.0024497136473656     
          95   1.0026162956476212     
          96   1.0028684169769286     
          97   1.0031758044123649     
          98   1.0035347223281861     
          99   1.0041929960727691     
         100   1.0078494826316833     
